LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage
L02639,52,143076,6975,13.58,48,686,2024-02-29,0,,0.0487503145181581,0.0487503145181581,50s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.18,0.2234188883445718,6641.008175708415,267.0707995387176,Good,Stage 2
L02640,63,95676,24170,12.94,12,808,2023-01-05,1,2023-05-02,0.2526234374346753,0.2526234374346753,60s,4.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.77,0.3936435664696086,24923.9758554765,7554.595314691182,Excellent,Stage 3
L02641,38,37401,30729,4.44,12,411,2023-06-05,0,,0.8216090478864202,0.8216090478864202,30s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.04,0.2170521354024702,29681.73335975136,257.6993443272308,Poor,Stage 2
L02642,36,148886,32047,11.81,60,803,2022-09-23,0,,0.2152452211759332,0.2152452211759332,30s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.27,0.2767285364887028,31263.7157815394,2335.921824624523,Excellent,Stage 2
L02643,23,134149,27067,9.44,36,341,2023-06-08,0,,0.2017681831396432,0.2017681831396432,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.16,0.2589423722865298,25975.25470617224,1076.175051898094,Poor,Stage 2
L02644,37,97712,45771,16.13,60,735,2024-03-09,0,,0.4684276240379892,0.4684276240379892,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.11,0.253088423493309,45245.79542735665,1259.630573785151,Good,Stage 2
L02645,23,60151,4629,7.65,36,644,2022-12-14,0,,0.0769563265781117,0.0769563265781117,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.43,0.2717094258785766,4660.345970832356,544.4917690960708,Fair,Stage 3
L02646,69,70588,24415,5.14,12,320,2022-08-02,0,,0.3458803196010653,0.3458803196010653,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.12,0.3653128064072216,24698.427576170623,1082.718227003568,Poor,Stage 2
L02647,29,74715,9123,13.0,60,564,2022-10-12,0,,0.1221039951816904,0.1221039951816904,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.04,0.3012919519816464,9496.523930432895,114.44904928162175,Poor,Stage 2
L02648,55,48451,19361,5.35,48,372,2022-05-18,1,2025-01-26,0.3995995954675858,0.3995995954675858,50s,33.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.76,0.144380506665805,19284.74267650418,2116.0990981005425,Poor,Stage 3
L02649,25,57832,32476,14.33,24,371,2024-01-10,0,,0.5615576151611564,0.5615576151611564,20s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.11,0.3019678834275513,31449.509530833235,1044.6416010646346,Poor,Stage 2
L02650,52,93100,44043,11.53,12,592,2023-11-19,0,,0.4730719656283566,0.4730719656283566,50s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.02,0.3391958856253738,43277.60909672823,293.5917389062693,Fair,Stage 2
L02651,51,76088,14479,9.77,12,468,2022-12-23,0,,0.1902928188413416,0.1902928188413416,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.21,0.2617072332977762,14922.18696815432,820.1012958994376,Poor,Stage 2
L02652,62,45345,49275,14.7,60,825,2023-08-25,0,,1.0866688719814754,1.0866688719814754,60s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.05,0.2970820464738377,49517.21965842372,735.5338475909532,Excellent,Stage 2
L02653,41,25015,34665,6.86,24,747,2022-11-11,0,,1.385768538876674,1.385768538876674,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.31,0.2246382072299317,34763.86197131858,2420.8804051839998,Very Good,Stage 2
L02654,46,74431,13731,6.52,24,460,2024-02-24,1,2025-08-25,0.1844795851191036,0.1844795851191036,40s,18.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.66,0.1672959344805265,14596.66888009693,1611.6958179950998,Poor,Stage 3
L02655,38,140482,34410,16.94,24,607,2023-10-04,1,2024-02-21,0.2449424125510741,0.2449424125510741,30s,5.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.18,0.2466070366862689,35138.95204609961,1559.7923105429154,Fair,Stage 2
L02656,23,105997,48222,13.36,60,790,2023-01-08,0,,0.4549374038887893,0.4549374038887893,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.09,0.2973881575142878,48640.6080106496,1301.8626716995614,Very Good,Stage 2
L02657,40,87525,10868,16.07,60,328,2023-04-09,0,,0.1241702370751214,0.1241702370751214,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.46,0.3089643934998501,10413.507094266251,1480.005335649725,Poor,Stage 3
L02658,37,57918,33847,11.82,36,740,2022-09-24,0,,0.5843951793915536,0.5843951793915536,30s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.05,0.1830183503359708,32513.62305289223,297.5294827292964,Good,Stage 2
L02659,22,131115,29309,6.11,36,627,2023-01-02,0,,0.2235365900163978,0.2235365900163978,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.21,0.2673847008554159,28384.679921440984,1593.8221214309576,Fair,Stage 2
L02660,66,25948,17498,14.47,36,698,2022-05-23,0,,0.6743486973947895,0.6743486973947895,60s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.11,0.2880610557326404,17901.275826123147,567.2326454777651,Good,Stage 2
L02661,67,39920,49659,15.84,48,422,2023-07-06,0,,1.243962925851703,1.243962925851703,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.16,0.3446314129426401,49990.31250615895,2756.517125190671,Poor,Stage 2
L02662,66,66350,14643,14.03,12,548,2023-01-23,0,,0.2206932931424265,0.2206932931424265,60s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.2,0.3250958675074556,15349.321937395109,998.0002261777365,Poor,Stage 2
L02663,56,114792,26485,5.96,36,519,2023-12-06,0,,0.2307216530768694,0.2307216530768694,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.15,0.2527002975831232,26371.37619379712,999.6081917773533,Poor,Stage 2
L02664,36,54890,31807,4.64,48,553,2023-06-08,0,,0.5794680269630169,0.5794680269630169,30s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.05,0.2658021046240403,31435.002145812294,417.77448646090653,Poor,Stage 2
L02665,63,36433,36282,15.16,48,602,2024-03-20,0,,0.9958554058134108,0.9958554058134108,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.22,0.2445691064661188,35639.035692563855,1917.5655652217806,Fair,Stage 2
L02666,30,149230,3414,5.29,60,380,2023-01-23,0,,0.0228774375125644,0.0228774375125644,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.23,0.3317043925576826,3307.732829062178,252.3535870256502,Poor,Stage 2
L02667,49,120720,41379,13.97,24,645,2024-01-24,0,,0.3427683896620278,0.3427683896620278,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.03,0.2949740505212761,42293.68399166722,374.26617835466794,Fair,Stage 2
L02668,61,126564,22947,16.7,24,740,2023-01-07,1,2023-07-06,0.1813074808002275,0.1813074808002275,60s,6.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.21,0.4258058311966896,23700.789763108307,2119.306241870648,Good,Stage 2
L02669,23,111737,9833,7.1,36,621,2023-07-13,0,,0.0880012887405246,0.0880012887405246,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.12,0.3003539088243487,9943.32607346558,358.3820223456539,Fair,Stage 2
L02670,44,110466,8023,13.59,12,404,2024-04-17,0,,0.0726286821284377,0.0726286821284377,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.02,0.251166436046663,7911.812891815493,39.743636934106796,Poor,Stage 2
L02671,22,102446,26031,17.31,12,534,2022-10-14,0,,0.2540948402085001,0.2540948402085001,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.21,0.2804251363440724,25987.69337868168,1530.396516386799,Poor,Stage 2
L02672,27,100901,46501,10.83,12,649,2022-06-21,0,,0.4608576723719289,0.4608576723719289,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.11,0.3141200824059942,45490.77355177661,1571.852209047614,Fair,Stage 2
L02673,66,125414,12157,4.27,48,634,2024-01-05,0,,0.0969349514408279,0.0969349514408279,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.26,0.2952706560579166,11887.624300349336,912.6173227948868,Fair,Stage 2
L02674,67,49024,7787,15.23,48,624,2022-11-14,0,,0.1588405678851175,0.1588405678851175,60s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.1,0.2884349697814579,7443.387856919118,214.69333515821364,Fair,Stage 2
L02675,37,118228,42219,13.38,48,584,2023-12-25,0,,0.3570981493385661,0.3570981493385661,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.03,0.2381583584979514,42693.498590412186,305.034406284815,Fair,Stage 2
L02676,60,41248,48852,14.22,60,464,2022-09-01,0,,1.1843483320403414,1.1843483320403414,50s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.05,0.3627360584504231,48030.30307949671,871.1161412617929,Poor,Stage 2
L02677,52,93851,15631,17.65,48,351,2023-08-30,0,,0.1665512354689881,0.1665512354689881,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.27,0.2118722397231069,15306.153552100172,875.596239349898,Poor,Stage 2
L02678,37,137886,13977,15.52,12,572,2022-11-09,1,2022-12-18,0.1013663461120055,0.1013663461120055,30s,1.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.8,0.2099229356542692,14192.438463349685,2383.454677055145,Poor,Stage 3
L02679,49,40501,15453,8.8,12,776,2022-09-17,0,,0.3815461346633416,0.3815461346633416,40s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.07,0.3060336811956682,16286.365273036903,348.89234224633447,Very Good,Stage 2
L02680,62,115044,45653,14.67,24,675,2023-11-07,0,,0.3968307777893675,0.3968307777893675,60s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.21,0.3459122256272611,45961.19119879556,3338.6929674116454,Good,Stage 2
L02681,67,112564,23243,4.0,12,320,2022-12-17,0,,0.2064869762979282,0.2064869762979282,60s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.09,0.3395243159524174,23029.058429566867,703.7032779294248,Poor,Stage 2
L02682,37,20050,9590,17.78,48,561,2023-10-07,0,,0.4783042394014962,0.4783042394014962,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.22,0.3583445721203164,9718.118228012594,766.1356820110005,Poor,Stage 2
L02683,26,58516,24621,17.38,48,696,2023-11-22,1,2025-10-22,0.4207567161118327,0.4207567161118327,20s,23.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.73,0.3568325188896494,23486.164707675696,6117.857937538886,Good,Stage 3
L02684,27,78739,11066,7.42,36,396,2022-07-05,0,,0.1405402659419093,0.1405402659419093,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.06,0.2967039663599478,10962.89001355845,195.1639769874392,Poor,Stage 2
L02685,65,105965,38001,15.44,60,514,2024-04-21,0,,0.3586184117397253,0.3586184117397253,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.11,0.2720595876341345,37590.90996741564,1124.9664210979672,Poor,Stage 2
L02686,49,122501,31794,10.74,12,416,2022-07-25,0,,0.2595407384429515,0.2595407384429515,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.07,0.2145233811042094,32039.56499991545,481.12650690229657,Poor,Stage 2
L02687,43,136254,44936,11.1,60,494,2022-12-31,0,,0.3297958225079631,0.3297958225079631,40s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.04,0.2621138892983845,43847.545504505855,459.7220275349569,Poor,Stage 2
L02688,25,28109,26758,9.27,12,305,2022-10-21,0,,0.951937101995802,0.951937101995802,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.28,0.2796923751428219,27360.31514042842,2142.6920273591104,Poor,Stage 2
L02689,52,45622,9800,8.08,24,698,2023-09-29,0,,0.2148086449519968,0.2148086449519968,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.16,0.3664020770770975,9574.42443388666,561.2942399030056,Good,Stage 2
L02690,42,36689,18923,9.26,24,450,2022-06-02,0,,0.5157676687835591,0.5157676687835591,40s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.07,0.2822558989963998,19365.21730086707,382.6162772961809,Poor,Stage 2
L02691,39,80021,26404,9.85,60,366,2023-06-22,1,2023-09-01,0.3299633846115394,0.3299633846115394,30s,2.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.72,0.132383634711201,24932.113767057526,2376.434765891699,Poor,Stage 3
L02692,34,112945,15442,6.69,48,373,2022-12-29,0,,0.1367214130771614,0.1367214130771614,30s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.06,0.2338752048896392,15357.108825784524,215.49881838857053,Poor,Stage 2
L02693,39,125032,41798,15.01,36,371,2023-12-04,0,,0.3342984196045812,0.3342984196045812,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.1,0.2628079056651181,42128.11002646606,1107.1600365685208,Poor,Stage 2
L02694,21,66982,30444,10.7,12,329,2024-04-19,0,,0.4545101669105132,0.4545101669105132,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.03,0.2486800411542843,30626.28452564299,228.48437088719157,Poor,Stage 2
L02695,67,119846,10259,5.77,12,406,2022-10-27,0,,0.0856015219531732,0.0856015219531732,60s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.02,0.3421670690501762,10296.302090917015,70.46111017008552,Poor,Stage 2
L02696,51,103301,8902,8.08,36,777,2023-12-30,0,,0.086175351642288,0.086175351642288,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.05,0.349365027064265,9226.596261116429,161.17250262379937,Very Good,Stage 2
L02697,38,96693,22575,17.62,60,837,2024-01-21,0,,0.2334708820700567,0.2334708820700567,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.18,0.2885481280637785,21842.35215973841,1134.4625690764226,Excellent,Stage 2
L02698,60,120695,27852,14.22,60,832,2023-09-21,0,,0.2307634947595178,0.2307634947595178,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.06,0.3380331948977451,28276.891037605423,573.5116691530305,Excellent,Stage 2
L02699,47,65037,20504,6.4,12,775,2023-12-19,0,,0.31526669434322,0.31526669434322,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.03,0.3255107389298839,20648.10391654799,201.63538690129698,Very Good,Stage 2
L02700,51,21908,40075,13.33,24,333,2023-06-13,1,2024-11-07,1.8292404601058967,1.8292404601058967,50s,17.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.78,0.3144417812332711,41424.60786046478,10159.989436376762,Poor,Stage 3
L02701,24,115559,48153,16.13,36,762,2024-02-25,0,,0.416696233093052,0.416696233093052,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.12,0.2661940017259894,48936.56804808781,1563.1945055348021,Very Good,Stage 2
L02702,22,94000,4150,8.75,12,586,2024-01-22,0,,0.0441489361702127,0.0441489361702127,20s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.05,0.2760137336067197,4157.353759913247,57.37433665987948,Fair,Stage 2
L02703,39,29808,41345,9.76,24,711,2023-12-18,0,,1.387043746645196,1.387043746645196,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.07,0.2392681686620845,42025.30276131803,703.8722060419146,Good,Stage 2
L02704,48,67738,34217,9.96,60,679,2022-06-07,1,2025-03-11,0.5051374413180194,0.5051374413180194,40s,34.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.71,0.3837415324829367,32427.120701150576,8834.979424226764,Good,Stage 3
L02705,30,35380,21212,6.75,24,501,2022-06-27,0,,0.5995477671000565,0.5995477671000565,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.1,0.2512878957147174,22181.82578066858,557.4024323534676,Poor,Stage 2
L02706,64,107846,42300,16.59,48,533,2023-11-05,1,2025-12-02,0.392225951820188,0.392225951820188,60s,25.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.69,0.3165206790451872,41415.62179666162,9045.141506569014,Poor,Stage 3
L02707,28,147957,36971,11.74,12,375,2022-08-28,1,2022-09-17,0.2498766533519874,0.2498766533519874,20s,1.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.16,0.3242323254429232,37411.75059570663,1940.8158231258606,Poor,Stage 2
L02708,68,142377,48885,7.42,36,518,2023-01-28,0,,0.3433489959754736,0.3433489959754736,60s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.15,0.3872996494569941,48070.35189851913,2792.6445659356214,Poor,Stage 2
L02709,39,39050,24125,11.09,24,801,2022-08-29,0,,0.617797695262484,0.617797695262484,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.06,0.2686716291412682,24091.037918193382,388.35470431110497,Excellent,Stage 2
L02710,22,58973,26574,12.59,60,346,2022-06-29,0,,0.4506129923863463,0.4506129923863463,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.26,0.2548328493231546,26206.40230262904,1736.3455640148377,Poor,Stage 2
L02711,44,140464,24677,15.44,24,477,2023-09-09,0,,0.1756820252876181,0.1756820252876181,40s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.06,0.2659108507152442,24647.801634437765,393.24707405243595,Poor,Stage 2
L02712,48,62325,43503,11.81,60,737,2023-10-22,0,,0.6980024067388688,0.6980024067388688,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.05,0.3123684420501889,42555.27897885525,664.6463097818083,Good,Stage 2
L02713,28,103324,28061,7.96,48,759,2024-04-16,0,,0.2715825945569277,0.2715825945569277,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.2,0.2757206340352527,26702.40035327036,1472.480551133372,Very Good,Stage 2
L02714,58,87115,34758,5.55,60,350,2022-05-18,0,,0.3989898410147506,0.3989898410147506,50s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.07,0.2475229589926987,34262.86341990579,593.6591736080445,Poor,Stage 2
L02715,65,66668,5787,4.44,36,779,2024-05-10,0,,0.0868032639347213,0.0868032639347213,60s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.28,0.2825024997229274,5590.8282883651045,442.23843075574337,Very Good,Stage 2
L02716,64,74512,23614,13.89,48,739,2022-12-12,0,,0.3169153961777968,0.3169153961777968,60s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.09,0.3609718119623684,23050.10100492433,748.8393053096829,Good,Stage 2
L02717,43,129875,23581,17.97,24,827,2023-12-10,0,,0.1815668912415784,0.1815668912415784,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.1,0.3498095007902559,22139.62316056223,774.4650525480663,Excellent,Stage 2
L02718,38,90035,40677,5.91,12,490,2023-04-30,1,2023-10-13,0.451790970178264,0.451790970178264,30s,6.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.72,0.2494899587302215,40595.32656126584,7292.250970855257,Poor,Stage 3
L02719,59,68750,24760,5.59,60,776,2023-06-23,0,,0.3601454545454545,0.3601454545454545,50s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.1,0.2959901256763382,25335.66513718613,749.9106708049344,Very Good,Stage 2
L02720,48,140788,48228,14.08,36,801,2023-05-11,1,2025-11-02,0.3425576043412791,0.3425576043412791,40s,30.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.71,0.3597184493190037,48842.97298796378,12474.500137385825,Excellent,Stage 3
L02721,24,71330,34856,14.19,12,319,2023-09-02,0,,0.4886583485209589,0.4886583485209589,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.26,0.2942487857112894,34077.0679139666,2607.055322114312,Poor,Stage 2
L02722,60,27549,25437,8.98,12,493,2022-12-16,0,,0.9233366002395732,0.9233366002395732,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.19,0.2467678037544555,26798.861995192216,1256.4883003577424,Poor,Stage 2
L02723,35,149203,40538,16.72,48,545,2023-05-23,0,,0.2716969497932347,0.2716969497932347,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.35,0.3974039725367456,40791.477933538525,5673.743381751622,Poor,Stage 2
L02724,55,114240,45419,17.09,24,318,2023-10-12,0,,0.3975752801120448,0.3975752801120448,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.12,0.3023648365586515,44932.77979363565,1630.3311142114223,Poor,Stage 2
L02725,24,36035,9732,10.75,12,436,2023-06-15,0,,0.2700707645344803,0.2700707645344803,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.06,0.2952849204216695,9798.038977211834,173.59278958046474,Poor,Stage 2
L02726,23,105107,32075,9.16,36,549,2022-08-21,1,2024-02-08,0.3051652125928815,0.3051652125928815,20s,18.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.67,0.2188002925944935,30585.939247401628,4483.782345927949,Poor,Stage 3
L02727,42,65167,19202,12.65,60,691,2023-06-23,0,,0.2946583393435327,0.2946583393435327,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.09,0.3043815482916178,19563.62903054546,535.9326925068241,Good,Stage 2
L02728,52,46804,46586,14.35,60,568,2023-04-28,0,,0.9953422784377404,0.9953422784377404,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.09,0.2420685060468029,45652.51795361374,994.5933136475512,Poor,Stage 2
