LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate
L02658,37,57918,33847,11.82,36,740,2022-09-24,0,
L02659,22,131115,29309,6.11,36,627,2023-01-02,0,
L02660,66,25948,17498,14.47,36,698,2022-05-23,0,
L02661,67,39920,49659,15.84,48,422,2023-07-06,0,
L02662,66,66350,14643,14.03,12,548,2023-01-23,0,
L02663,56,114792,26485,5.96,36,519,2023-12-06,0,
L02664,36,54890,31807,4.64,48,553,2023-06-08,0,
L02665,63,36433,36282,15.16,48,602,2024-03-20,0,
L02666,30,149230,3414,5.29,60,380,2023-01-23,0,
L02667,49,120720,41379,13.97,24,645,2024-01-24,0,
L02668,61,126564,22947,16.7,24,740,2023-01-07,1,2023-07-06
L02669,23,111737,9833,7.1,36,621,2023-07-13,0,
L02670,44,110466,8023,13.59,12,404,2024-04-17,0,
L02671,22,102446,26031,17.31,12,534,2022-10-14,0,
L02672,27,100901,46501,10.83,12,649,2022-06-21,0,
L02673,66,125414,12157,4.27,48,634,2024-01-05,0,
L02674,67,49024,7787,15.23,48,624,2022-11-14,0,
L02675,37,118228,42219,13.38,48,584,2023-12-25,0,
L02676,60,41248,48852,14.22,60,464,2022-09-01,0,
L02677,52,93851,15631,17.65,48,351,2023-08-30,0,
L02678,37,137886,13977,15.52,12,572,2022-11-09,1,2022-12-18
L02679,49,40501,15453,8.8,12,776,2022-09-17,0,
L02680,62,115044,45653,14.67,24,675,2023-11-07,0,
L02681,67,112564,23243,4.0,12,320,2022-12-17,0,
L02682,37,20050,9590,17.78,48,561,2023-10-07,0,
L02683,26,58516,24621,17.38,48,696,2023-11-22,1,2025-10-22
L02684,27,78739,11066,7.42,36,396,2022-07-05,0,
L02685,65,105965,38001,15.44,60,514,2024-04-21,0,
L02686,49,122501,31794,10.74,12,416,2022-07-25,0,
L02687,43,136254,44936,11.1,60,494,2022-12-31,0,
L02688,25,28109,26758,9.27,12,305,2022-10-21,0,
L02689,52,45622,9800,8.08,24,698,2023-09-29,0,
L02690,42,36689,18923,9.26,24,450,2022-06-02,0,
L02691,39,80021,26404,9.85,60,366,2023-06-22,1,2023-09-01
L02692,34,112945,15442,6.69,48,373,2022-12-29,0,
L02693,39,125032,41798,15.01,36,371,2023-12-04,0,
L02694,21,66982,30444,10.7,12,329,2024-04-19,0,
L02695,67,119846,10259,5.77,12,406,2022-10-27,0,
L02696,51,103301,8902,8.08,36,777,2023-12-30,0,
L02697,38,96693,22575,17.62,60,837,2024-01-21,0,
L02698,60,120695,27852,14.22,60,832,2023-09-21,0,
L02699,47,65037,20504,6.4,12,775,2023-12-19,0,
L02700,51,21908,40075,13.33,24,333,2023-06-13,1,2024-11-07
L02701,24,115559,48153,16.13,36,762,2024-02-25,0,
L02702,22,94000,4150,8.75,12,586,2024-01-22,0,
L02703,39,29808,41345,9.76,24,711,2023-12-18,0,
L02704,48,67738,34217,9.96,60,679,2022-06-07,1,2025-03-11
L02705,30,35380,21212,6.75,24,501,2022-06-27,0,
L02706,64,107846,42300,16.59,48,533,2023-11-05,1,2025-12-02
L02707,28,147957,36971,11.74,12,375,2022-08-28,1,2022-09-17
L02708,68,142377,48885,7.42,36,518,2023-01-28,0,
L02709,39,39050,24125,11.09,24,801,2022-08-29,0,
L02710,22,58973,26574,12.59,60,346,2022-06-29,0,
L02711,44,140464,24677,15.44,24,477,2023-09-09,0,
L02712,48,62325,43503,11.81,60,737,2023-10-22,0,
L02713,28,103324,28061,7.96,48,759,2024-04-16,0,
L02714,58,87115,34758,5.55,60,350,2022-05-18,0,
L02715,65,66668,5787,4.44,36,779,2024-05-10,0,
L02716,64,74512,23614,13.89,48,739,2022-12-12,0,
L02717,43,129875,23581,17.97,24,827,2023-12-10,0,
L02718,38,90035,40677,5.91,12,490,2023-04-30,1,2023-10-13
L02719,59,68750,24760,5.59,60,776,2023-06-23,0,
L02720,48,140788,48228,14.08,36,801,2023-05-11,1,2025-11-02
L02721,24,71330,34856,14.19,12,319,2023-09-02,0,
L02722,60,27549,25437,8.98,12,493,2022-12-16,0,
L02723,35,149203,40538,16.72,48,545,2023-05-23,0,
L02724,55,114240,45419,17.09,24,318,2023-10-12,0,
L02725,24,36035,9732,10.75,12,436,2023-06-15,0,
L02726,23,105107,32075,9.16,36,549,2022-08-21,1,2024-02-08
L02727,42,65167,19202,12.65,60,691,2023-06-23,0,
L02728,52,46804,46586,14.35,60,568,2023-04-28,0,
L02729,61,47256,9125,15.86,60,385,2023-03-24,0,
L02730,57,144925,36822,16.14,48,406,2022-08-30,0,
L02731,40,101617,15938,4.05,36,381,2022-07-14,0,
L02732,54,44406,34286,8.27,12,428,2022-09-14,0,
L02733,59,105488,16448,4.59,36,654,2023-07-14,0,
L02734,38,63007,23739,9.99,48,564,2023-03-21,0,
L02735,28,71431,28476,16.77,48,428,2023-11-16,1,2026-05-23
L02736,38,51653,24673,13.22,24,325,2023-04-27,0,
L02737,60,39322,22010,12.11,36,325,2023-07-06,1,2024-01-30
L02738,64,45966,12275,4.45,60,591,2022-11-28,0,
L02739,68,38201,44150,6.16,48,532,2022-09-23,0,
L02740,38,89902,28733,11.85,48,327,2023-02-11,0,
L02741,41,88560,32559,16.07,24,743,2023-03-25,0,
L02742,51,54094,12217,13.15,60,607,2023-01-21,0,
L02743,39,52089,20661,13.83,48,475,2022-12-12,0,
L02744,34,59042,25065,17.56,12,706,2022-08-25,1,2023-04-23
L02745,34,49715,42116,16.08,60,654,2023-07-25,0,
L02746,22,112008,10084,4.76,36,835,2024-03-11,1,2025-10-26
L02747,65,96355,14969,15.54,24,736,2022-09-17,0,
L02748,52,56668,14945,15.7,12,334,2024-02-17,0,
L02749,65,126572,27944,7.12,12,648,2023-07-24,1,2024-03-01
L02750,66,90935,20839,14.2,36,500,2022-09-19,0,
L02751,30,149703,43854,6.88,24,654,2024-02-23,0,
L02752,29,53326,22280,9.07,48,607,2023-06-07,0,
L02753,38,107191,13006,16.95,24,320,2023-09-14,0,
L02754,46,23143,38805,4.38,48,524,2023-09-09,0,
L02755,26,47606,42916,15.32,36,406,2024-05-10,1,2025-06-18
L02756,59,135852,5246,17.37,36,378,2022-05-31,0,
L02757,54,135199,44209,12.55,12,782,2024-05-03,0,
L02758,57,136752,12950,5.16,12,797,2022-09-22,0,
L02759,26,96023,21309,16.81,12,623,2024-03-31,0,
L02760,60,28198,37354,5.39,36,544,2024-03-05,0,
L02761,67,60857,19057,6.64,48,405,2023-06-24,1,2024-06-07
L02762,50,80022,11906,15.67,36,808,2022-08-14,0,
L02763,49,133591,4845,14.6,36,574,2023-03-11,1,2023-07-28
L02764,25,112203,28293,5.3,12,833,2024-05-08,0,
L02765,60,68281,34236,15.89,24,476,2022-10-27,0,
L02766,58,47277,4933,15.73,12,747,2023-11-11,1,2024-09-03
L02767,26,111200,3792,8.43,24,826,2023-03-08,0,
L02768,23,93410,19676,8.99,48,680,2022-05-22,0,
L02769,58,85214,14008,11.01,48,574,2022-09-17,0,
L02770,50,84874,9710,16.66,60,639,2022-06-01,0,
L02771,45,27048,25568,12.84,60,437,2023-01-20,0,
L02772,54,68122,36746,17.17,60,700,2023-01-11,0,
L02773,41,83175,14145,4.08,48,707,2023-11-16,0,
L02774,24,31447,24033,5.53,12,433,2023-09-19,0,
L02775,62,117217,5589,4.35,12,469,2023-01-06,0,
L02776,44,105488,14408,13.71,12,756,2023-04-04,0,
L02777,66,140877,39733,13.83,36,659,2023-08-11,0,
L02778,59,100821,30260,6.38,60,545,2023-10-23,0,
L02779,28,83815,8983,10.04,12,381,2022-12-11,0,
L02780,32,56366,37294,8.86,60,778,2023-06-14,0,
L02781,28,28301,38122,13.36,60,484,2022-10-12,0,
L02782,58,99618,8458,6.61,36,565,2023-03-17,0,
L02783,50,60285,4019,12.99,48,843,2022-06-29,1,2026-04-05
L02784,44,139870,16698,8.44,12,568,2024-01-29,0,
L02785,58,39450,16300,4.91,36,645,2023-01-14,1,2025-07-31
L02786,40,119405,24868,17.4,48,603,2023-07-14,0,
L02787,35,62738,48760,7.28,48,541,2023-11-20,0,
L02788,23,104351,11566,4.02,12,788,2023-02-08,1,2023-09-15
L02789,69,107350,39214,15.73,60,341,2023-11-23,0,
L02790,45,54103,8413,11.51,24,411,2023-02-17,0,
L02791,66,21987,40597,16.98,60,470,2022-11-27,0,
L02792,41,36636,35383,14.46,60,384,2024-03-20,0,
L02793,46,144535,12458,6.77,24,546,2023-02-25,0,
L02794,38,84367,39527,13.54,48,388,2022-10-18,0,
L02795,56,95561,37082,12.0,24,550,2023-03-18,1,2024-01-11
L02796,60,64885,8710,13.51,24,787,2023-12-13,0,
L02797,21,78348,28052,14.41,36,611,2023-08-29,0,
L02798,61,103625,20604,7.47,36,529,2024-02-03,0,
L02799,29,132647,41247,10.11,36,318,2024-01-22,0,
L02800,69,114671,17691,11.02,48,457,2022-10-01,0,
L02801,47,20570,15084,13.02,24,420,2022-10-06,0,
L02802,25,44198,10735,12.28,12,413,2022-09-30,0,
L02803,57,60364,27369,9.21,24,632,2022-08-12,0,
L02804,68,35077,42911,12.8,48,741,2023-07-24,0,
L02805,61,46897,39103,7.26,36,578,2024-04-27,0,
L02806,49,34234,12636,8.7,48,589,2023-06-30,1,2026-10-08
L02807,62,36713,7858,10.24,36,742,2022-11-04,0,
L02808,68,38857,41362,13.18,48,749,2023-04-16,1,2025-12-19
L02809,43,57574,3869,11.75,12,439,2022-10-28,0,
L02810,39,126888,17385,9.19,36,724,2023-07-17,0,
L02811,35,143870,28614,12.54,36,591,2022-11-27,0,
L02812,64,128024,23577,13.09,24,338,2023-04-12,0,
L02813,53,20891,24972,12.92,48,463,2022-06-12,1,2022-09-24
L02814,21,42836,27837,5.0,60,548,2023-12-29,0,
L02815,25,127481,27232,14.57,60,365,2023-05-20,0,
L02816,47,99345,28972,14.79,24,535,2022-07-15,0,
L02817,35,144717,43376,11.84,48,768,2023-02-05,0,
L02818,53,136524,39775,14.9,12,713,2024-01-13,0,
L02819,65,142402,13961,14.47,24,582,2022-08-07,0,
L02820,52,24743,11951,12.76,36,633,2023-06-12,0,
L02821,46,61908,46039,4.05,12,722,2022-10-24,0,
L02822,33,140014,39881,15.66,48,531,2024-02-22,0,
L02823,60,41383,16042,4.38,36,538,2022-11-14,1,2023-09-24
L02824,67,74679,31688,6.92,60,559,2024-04-17,0,
L02825,48,124447,45826,12.34,48,807,2023-10-30,0,
L02826,30,143671,31668,6.66,36,455,2023-01-04,0,
L02827,26,148833,4607,4.48,48,625,2024-02-02,0,
L02828,68,142688,32355,7.01,36,362,2024-03-06,0,
L02829,39,66408,7166,10.22,48,362,2023-12-12,0,
L02830,27,147368,36539,9.26,60,503,2022-10-07,0,
L02831,60,87092,46918,13.93,24,493,2023-10-10,0,
L02832,61,28039,9303,5.69,36,365,2022-09-06,0,
L02833,47,109147,3422,12.3,36,335,2023-12-29,0,
L02834,65,101619,37710,4.65,60,397,2022-05-28,1,2022-08-28
L02835,61,96313,8147,7.78,24,522,2024-01-12,1,2025-06-30
L02836,30,32901,5223,16.0,48,756,2024-04-05,1,2027-12-01
L02837,56,146354,38391,11.67,36,631,2024-05-13,0,
L02838,45,135427,32784,9.51,24,341,2023-07-13,1,2024-07-23
L02839,50,105380,23881,9.47,48,576,2022-10-31,1,2024-11-10
L02840,26,62801,24199,4.74,36,556,2023-11-26,1,2026-02-15
L02841,63,43731,10076,5.84,36,318,2024-04-07,0,
L02842,22,74327,32412,11.54,48,381,2022-12-09,1,2025-12-07
L02843,42,73096,49390,5.98,60,615,2022-07-17,0,
L02844,48,62139,25217,4.89,24,761,2024-01-14,0,
L02845,46,92043,35586,15.4,36,765,2022-08-02,0,
L02846,40,146117,21506,9.54,48,571,2022-08-10,0,
L02847,47,37970,7682,13.15,36,550,2022-11-08,0,
L02848,22,39195,48413,13.41,48,707,2023-03-29,0,
L02849,66,65537,17161,17.61,36,813,2023-11-12,1,2024-08-04
L02850,54,140104,25184,6.24,12,774,2023-03-08,0,
L02851,64,139618,38133,17.62,60,492,2024-03-01,0,
L02852,26,90474,34202,7.41,24,821,2023-02-26,0,
L02853,58,112800,28575,5.58,60,716,2024-03-20,1,2028-07-26
L02854,51,50996,35125,7.2,60,468,2024-02-19,0,
L02855,65,42258,26354,17.86,24,567,2023-06-20,1,2024-01-26
L02856,32,96064,3999,9.95,60,615,2022-08-05,0,
L02857,59,74504,46130,15.95,12,513,2023-05-08,0,
L02858,27,49639,37621,10.96,48,339,2024-02-02,1,2027-07-12
L02859,67,131239,15552,5.69,24,832,2023-02-16,1,2023-11-23
L02860,67,32247,20603,15.87,48,746,2023-09-12,1,2026-08-26
L02861,63,25849,33300,13.64,36,792,2022-09-17,0,
L02862,68,121390,45730,9.34,12,359,2022-07-20,0,
L02863,22,29963,18437,17.56,48,464,2022-09-04,0,
L02864,65,33487,14848,11.65,48,328,2023-12-22,0,
L02865,68,55094,38098,15.94,24,818,2022-10-24,0,
L02866,65,75619,30881,10.6,36,486,2022-09-08,0,
L02867,46,136118,39680,16.54,24,819,2023-06-05,0,
L02868,27,110502,25152,5.26,36,797,2023-05-22,0,
L02869,66,45433,8305,12.71,24,820,2022-06-20,1,2023-08-18
L02870,22,135530,40968,15.89,48,594,2023-12-23,1,2026-07-30
L02871,25,130129,9678,9.46,48,387,2023-05-06,0,
L02872,67,127079,47185,16.08,12,455,2023-01-24,1,2023-08-08
L02873,67,108301,5381,12.84,48,681,2022-05-21,0,
L02874,51,21316,8454,14.58,60,775,2023-03-09,0,
L02875,63,125925,26102,7.72,48,762,2023-06-18,0,
L02876,29,70094,11349,9.78,60,537,2023-12-22,0,
L02877,50,80012,13760,6.65,48,657,2023-06-30,1,2025-06-13
L02878,38,47482,37143,10.5,60,544,2023-07-15,0,
L02879,56,116355,18060,17.36,60,714,2023-09-25,0,
L02880,66,74909,14565,6.97,48,387,2023-07-27,0,
L02881,66,85714,29301,15.05,60,469,2023-02-21,1,2025-04-13
L02882,24,73450,23526,9.82,12,707,2024-02-29,0,
L02883,54,126262,37270,13.2,36,780,2022-08-27,1,2025-01-24
L02884,27,37833,33885,17.9,60,696,2023-04-18,1,2026-06-06
L02885,52,118410,7049,12.08,60,781,2024-01-27,0,
L02886,21,20042,25769,6.04,12,487,2023-06-05,0,
L02887,36,56345,8244,14.84,12,788,2024-03-22,1,2025-01-11
L02888,45,36119,33569,10.86,24,595,2023-12-10,0,
L02889,32,75430,9668,11.44,36,477,2023-07-04,0,
L02890,32,107834,41250,17.13,24,316,2023-01-05,0,
L02891,40,63442,8392,13.76,60,782,2022-07-26,0,
L02892,44,20693,36937,7.93,12,731,2022-12-06,0,
L02893,69,94710,14352,5.19,60,540,2023-12-31,0,
L02894,64,119992,3467,17.91,48,674,2023-03-05,0,
L02895,48,132908,40489,7.68,36,673,2023-03-09,1,2023-09-09
L02896,22,49473,16679,17.52,48,762,2023-12-07,1,2027-09-08
L02897,29,49433,14038,9.54,12,667,2023-06-29,0,
L02898,62,142747,38271,16.72,12,365,2024-03-23,0,
L02899,50,112776,19783,8.37,12,485,2023-01-26,0,
L02900,30,100562,44196,17.31,36,713,2022-11-17,0,
L02901,56,122428,35399,9.56,24,749,2023-11-16,0,
L02902,66,29442,15643,9.58,60,743,2022-11-21,0,
L02903,66,92752,14712,12.74,60,582,2023-06-05,0,
L02904,39,135287,10288,4.39,60,759,2022-11-06,1,2023-06-05
L02905,37,142609,4567,4.36,60,370,2023-09-19,0,
L02906,60,29684,30247,11.44,60,484,2023-11-29,0,
L02907,57,66806,4354,17.79,24,512,2024-02-03,1,2025-09-10
L02908,61,77184,5963,5.01,48,845,2023-07-21,0,
L02909,47,125234,17762,14.54,36,520,2023-06-04,0,
L02910,60,83372,20913,7.6,48,759,2022-05-24,0,
L02911,33,26229,31775,8.33,48,337,2022-12-04,0,
L02912,65,29524,25538,8.84,60,513,2023-11-29,0,
L02913,64,61477,37206,5.45,60,304,2022-10-22,0,
L02914,68,109067,7517,4.54,24,511,2022-11-30,0,
L02915,46,21244,5416,13.57,36,324,2023-02-26,0,
L02916,54,25839,27992,4.68,12,411,2022-10-31,1,2022-11-13
L02917,38,70734,11924,15.39,48,515,2023-11-14,0,
L02918,46,61191,7930,16.91,12,555,2023-11-23,1,2023-11-30
L02919,22,77298,10770,5.95,36,526,2023-02-23,0,
L02920,58,82851,9544,14.31,48,512,2023-03-23,0,
L02921,51,147727,24141,4.67,12,442,2022-06-18,1,2023-05-10
L02922,30,122885,40855,17.51,12,842,2023-06-28,0,
L02923,48,30910,20221,4.34,24,571,2024-04-02,0,
L02924,22,45381,49760,12.63,36,339,2023-08-11,0,
L02925,45,55939,29767,16.84,36,528,2023-06-23,0,
L02926,31,64544,8900,13.13,36,573,2022-07-18,0,
L02927,52,77926,8063,8.82,48,671,2023-02-28,1,2024-03-05
L02928,63,99134,5866,5.21,24,844,2022-06-25,1,2023-08-14
L02929,49,85223,48472,16.84,60,768,2022-08-12,0,
L02930,45,65097,35022,9.05,48,575,2023-05-15,0,
L02931,60,98771,25027,10.24,36,757,2024-01-05,1,2024-04-25
L02932,26,129658,45692,11.29,48,519,2022-08-21,1,2025-11-13
L02933,42,27073,45430,16.54,12,532,2022-08-29,1,2023-08-23
L02934,62,88309,7462,8.65,48,662,2023-10-20,0,
L02935,51,21865,33706,15.8,48,842,2023-07-06,0,
L02936,45,131750,16394,15.78,36,691,2022-10-15,1,2024-12-26
L02937,33,33570,32605,6.65,12,399,2023-10-22,0,
L02938,23,113375,31401,10.97,36,309,2022-05-21,0,
L02939,23,134650,12622,6.82,12,396,2023-07-27,0,
L02940,43,41470,9220,11.01,12,782,2023-11-30,1,2024-07-21
L02941,65,127630,25505,7.56,12,596,2024-04-16,1,2025-04-05
L02942,29,117046,30981,12.07,36,837,2023-05-04,0,
L02943,66,103557,13372,8.91,12,578,2022-11-29,0,
L02944,50,77154,9107,5.4,24,752,2023-08-12,0,
L02945,62,57693,20464,12.04,24,657,2022-11-03,1,2024-09-23
L02946,25,67930,4325,11.34,60,400,2024-04-15,0,
L02947,62,38460,29105,12.78,24,678,2022-05-27,0,
L02948,23,124334,23995,5.09,60,319,2023-08-18,1,2026-08-10
L02949,57,71645,32550,13.15,24,600,2023-05-21,0,
L02950,27,99614,7373,15.86,36,826,2023-09-12,0,
L02951,45,48688,14063,17.79,60,677,2023-07-19,0,
L02952,39,139411,5438,14.58,48,486,2022-08-16,1,2025-11-07
L02953,31,140168,22636,6.52,48,429,2023-12-07,0,
L02954,44,33105,37512,12.85,24,799,2022-09-13,0,
L02955,40,109298,39435,10.19,48,323,2023-09-08,0,
L02956,39,50941,34321,6.62,24,700,2022-12-24,0,
L02957,25,136315,17847,9.48,24,349,2023-03-13,0,
L02958,60,138251,31205,14.07,48,567,2024-01-27,0,
L02959,28,121824,41664,16.53,48,539,2022-05-27,0,
L02960,32,71119,11009,14.96,12,689,2023-09-29,1,2024-08-28
L02961,23,143273,39498,5.55,60,679,2023-11-17,0,
L02962,41,105411,42191,11.59,24,316,2024-03-14,0,
L02963,65,134165,48244,10.54,48,593,2023-07-28,0,
L02964,63,75710,8614,5.87,60,719,2024-03-01,0,
L02965,46,61048,43144,7.03,48,705,2023-06-29,0,
L02966,37,38637,47621,7.48,48,635,2023-05-16,0,
L02967,58,119317,19279,11.95,12,433,2023-03-05,0,
L02968,26,38201,31634,11.14,24,809,2022-07-26,0,
L02969,63,94676,9798,5.97,24,660,2023-09-10,0,
L02970,39,60888,32753,6.37,36,372,2022-10-26,1,2024-05-25
L02971,54,66313,47350,4.22,12,671,2022-12-03,1,2023-05-05
L02972,54,137490,10312,16.56,60,621,2022-06-19,0,
L02973,63,25432,34012,6.39,12,368,2023-05-28,0,
L02974,32,135107,15190,13.42,60,542,2023-01-18,0,
L02975,46,84014,33351,8.47,24,777,2023-03-21,1,2023-05-28
L02976,27,135896,28654,5.32,36,598,2024-04-03,1,2025-03-05
L02977,50,88745,39317,14.53,36,718,2022-12-22,1,2024-06-05
L02978,56,71052,31947,12.78,24,389,2022-07-26,0,
L02979,63,92317,24290,4.97,48,588,2024-01-04,0,
L02980,53,135437,24676,11.91,12,828,2022-12-09,0,
L02981,42,114870,46518,15.39,36,439,2023-11-19,0,
L02982,66,94418,13040,4.54,48,410,2022-07-19,0,
L02983,66,112162,5451,7.5,60,808,2022-09-12,0,
L02984,69,128598,34693,11.31,36,382,2022-12-05,0,
L02985,69,88008,46237,8.49,60,586,2022-09-10,0,
L02986,22,146133,12454,14.67,48,811,2023-08-25,0,
L02987,60,136533,43428,10.53,60,559,2024-05-09,0,
L02988,68,47397,11955,7.42,48,499,2023-01-17,1,2024-10-01
L02989,33,26674,20469,9.95,60,580,2022-05-27,0,
L02990,55,47262,8177,10.72,12,675,2022-12-17,0,
L02991,67,49607,23299,8.17,36,551,2023-06-24,1,2025-11-03
L02992,65,86968,26238,5.56,36,539,2022-06-02,0,
L02993,56,33872,37930,6.93,48,306,2023-09-02,0,
L02994,37,20415,13905,11.0,60,449,2023-10-20,0,
L02995,32,119142,41912,6.7,24,697,2023-08-05,0,
L02996,63,100631,14193,11.97,36,799,2023-09-19,0,
L02997,21,20552,23140,11.98,60,809,2022-05-20,0,
L02998,33,65638,48192,7.43,60,466,2024-04-01,0,
L02999,21,82349,37527,14.58,12,364,2023-07-27,0,
L03000,69,35409,12529,4.6,24,414,2022-06-28,0,
L03001,42,95281,27335,10.08,36,568,2022-12-26,0,
L03002,28,68426,12013,6.86,12,784,2023-11-06,0,
L03003,38,75773,31639,14.86,24,745,2024-01-31,0,
L03004,56,79507,23553,5.12,36,415,2023-06-12,0,
L03005,54,87228,18523,15.78,12,521,2023-11-10,0,
L03006,68,124396,19375,8.54,24,674,2022-11-01,1,2024-08-13
L03007,47,144401,25612,14.37,36,682,2024-05-14,0,
L03008,35,104418,5565,15.0,24,849,2022-08-18,0,
L03009,58,53799,4241,16.58,60,703,2024-02-11,1,2028-01-21
L03010,39,112087,43928,13.48,48,309,2023-07-17,1,2024-11-04
L03011,54,20163,39078,15.83,48,634,2022-06-04,0,
L03012,67,136565,32482,4.78,60,547,2023-08-12,0,
L03013,25,149329,29379,10.21,24,422,2024-02-26,0,
L03014,29,60426,25127,11.33,60,346,2023-12-02,1,2024-07-13
L03015,52,128286,36762,14.85,48,802,2023-02-25,0,
L03016,57,93823,21538,14.65,48,331,2022-06-22,1,2022-11-21
L03017,31,123866,44508,4.5,24,348,2023-07-09,0,
L03018,60,91942,36924,6.09,48,643,2022-12-23,0,
L03019,27,124458,12136,8.03,60,302,2023-10-05,0,
L03020,40,105535,34279,5.22,24,498,2024-04-15,0,
L03021,65,92994,21539,16.97,60,351,2022-09-05,0,
L03022,24,142044,31491,8.25,24,764,2023-02-23,0,
L03023,64,114841,4354,4.41,48,509,2023-09-30,0,
L03024,59,108091,36005,10.13,36,799,2023-05-15,0,
L03025,41,84079,12327,14.28,24,389,2023-11-10,0,
L03026,30,113318,47488,5.87,24,826,2022-09-14,1,2022-11-06
L03027,66,76921,30860,6.57,36,360,2022-07-22,0,
L03028,32,87799,29188,10.89,48,722,2022-10-10,0,
L03029,34,133949,22560,8.95,60,842,2022-11-16,0,
L03030,63,88248,20091,8.52,12,783,2023-12-24,0,
L03031,62,37404,10093,9.6,36,773,2022-11-15,0,
L03032,59,56114,7013,6.01,12,476,2022-08-15,0,
L03033,26,58938,15078,9.21,48,365,2023-07-27,0,
L03034,40,60301,49972,18.0,24,627,2023-04-14,0,
L03035,27,141373,8244,17.9,24,432,2023-04-28,0,
L03036,67,120196,10018,4.5,48,718,2023-01-05,0,
L03037,26,85211,28346,11.34,60,605,2024-04-21,0,
L03038,57,96942,42611,6.98,60,834,2024-05-08,1,2028-10-04
L03039,63,117576,49904,15.69,48,409,2022-08-13,0,
L03040,41,116045,38003,14.45,48,787,2023-03-23,0,
L03041,47,45992,35580,9.47,48,709,2023-10-05,0,
L03042,56,125775,40487,10.32,48,317,2022-11-11,1,2024-08-09
L03043,51,126368,14394,7.95,48,307,2023-03-12,1,2025-04-15
L03044,27,97318,4159,17.05,48,666,2023-08-24,1,2027-05-10
L03045,31,140805,9589,7.24,24,495,2024-05-15,1,2025-08-28
L03046,53,134506,41210,16.74,12,811,2023-09-11,0,
L03047,42,100501,6236,8.33,60,343,2023-04-24,0,
L03048,33,116629,24107,9.6,12,824,2022-11-27,0,
L03049,31,110762,21260,11.33,24,603,2024-02-23,0,
L03050,53,95082,39044,12.23,36,376,2023-06-27,0,
L03051,50,72648,16740,8.61,12,434,2023-02-17,0,
L03052,68,121630,28221,8.7,36,798,2022-06-10,0,
L03053,66,74714,10749,6.43,24,303,2023-12-04,0,
L03054,54,38540,10944,15.91,60,565,2024-05-03,1,2029-03-18
L03055,64,35221,10087,5.62,36,451,2022-06-16,0,
L03056,62,72062,9073,15.59,24,521,2023-02-14,0,
L03057,38,97195,44890,16.45,48,763,2024-02-10,0,
L03058,24,149436,19110,8.79,60,449,2023-03-12,1,2024-12-30
L03059,52,90624,43332,5.83,48,573,2023-04-24,0,
L03060,34,61098,11294,9.87,60,513,2023-04-21,0,
L03061,52,123693,6205,5.26,60,664,2023-09-09,1,2028-01-02
L03062,48,27946,3610,13.21,12,767,2023-02-17,1,2023-08-29
L03063,41,100192,42004,6.61,60,398,2022-09-25,1,2024-09-22
L03064,36,139368,45974,8.1,12,363,2023-02-14,0,
L03065,43,120037,11861,11.2,36,547,2023-06-28,0,
L03066,62,140778,24601,15.73,60,799,2023-11-23,0,
L03067,67,22458,9028,14.89,36,462,2023-11-24,0,
L03068,51,110444,15363,10.21,60,716,2023-08-14,0,
L03069,61,140696,10482,13.18,12,476,2023-03-05,0,
L03070,58,141691,12934,6.67,48,631,2024-05-09,0,
L03071,59,99382,25257,8.39,60,647,2024-03-31,0,
L03072,44,81684,39281,7.75,24,411,2023-12-11,0,
L03073,28,92084,40284,10.9,48,824,2023-03-31,1,2024-01-01
L03074,51,141220,40279,17.31,12,449,2022-12-24,1,2023-03-28
L03075,64,126279,35036,4.41,24,342,2022-09-07,0,
L03076,64,20526,4753,8.23,36,343,2022-11-02,0,
L03077,26,90377,39809,6.38,12,382,2023-12-22,0,
L03078,38,113417,17587,5.52,48,748,2022-11-21,0,
L03079,36,93644,14443,9.67,36,594,2022-10-25,0,
L03080,31,33049,38584,8.3,36,441,2024-01-13,0,
L03081,43,96970,47859,13.46,12,361,2022-10-30,1,2023-10-15
L03082,23,93662,44838,12.75,48,488,2023-03-17,1,2025-03-19
L03083,27,40785,42469,13.02,12,373,2024-03-02,0,
L03084,29,138885,45589,16.8,24,492,2022-12-14,0,
L03085,40,35600,35458,7.76,24,494,2024-01-03,0,
L03086,63,61596,7874,11.46,60,501,2023-06-08,1,2028-02-13
L03087,66,34332,7432,16.52,36,397,2022-12-17,0,
L03088,25,142046,18900,5.34,60,549,2023-04-08,0,
L03089,45,105476,44287,15.94,48,322,2023-03-21,0,
L03090,50,74641,4268,5.49,24,672,2022-06-02,1,2023-08-27
L03091,22,35032,32478,8.36,60,435,2024-04-02,0,
L03092,38,40325,10021,10.03,24,576,2022-08-07,0,
L03093,24,129611,43058,10.07,24,672,2024-02-13,1,2025-12-20
L03094,39,116238,31223,17.88,24,350,2023-03-04,1,2024-06-19
L03095,37,119047,34147,8.22,12,625,2022-06-18,0,
L03096,36,67577,32048,10.97,60,632,2022-10-06,0,
L03097,47,20947,15565,16.97,36,440,2023-06-01,0,
L03098,51,78220,49785,4.91,60,618,2022-09-15,0,
L03099,66,49400,18405,15.62,36,813,2023-02-20,0,
L03100,24,40556,30601,17.57,60,464,2022-05-22,0,
L03101,44,41191,47066,9.4,60,760,2023-07-21,1,2027-12-21
